1,1,"Frontend Developer (React, Next.js)",2,FRESHER,FULL_TIME,0,2,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
2,1,JUNIOR Data Analyst,7,JUNIOR,FULL_TIME,1,2,ONSITE,15000000,25000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
3,1,DevOps Engineer (MID),11,MID,FULL_TIME,3,2,ONSITE,30000000,45000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
4,1,Java Developer (Quận 1),1,FRESHER,FULL_TIME,0,102,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
5,1,Backend Developer (JUNIOR),1,JUNIOR,FULL_TIME,1,2,ONSITE,15000000,25000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
6,1,SENIOR Frontend Developer,2,SENIOR,FULL_TIME,5,102,ONSITE,40000000,60000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
7,9,"Data Analyst (SQL, Python, PowerBI)",7,FRESHER,FULL_TIME,0,110,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
8,9,DevOps Engineer (Upto $3000),11,FRESHER,FULL_TIME,0,10,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
9,9,"Java Developer (Quận Phú Nhuận, HYBRID)",1,FRESHER,FULL_TIME,0,110,HYBRID,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
10,9,"Backend Developer (Java, Spring Boot)",1,FRESHER,FULL_TIME,0,10,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
11,9,Frontend Developer (VueJS),2,FRESHER,FULL_TIME,0,10,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
12,9,Mobile Developer (iOS/Android),4,FRESHER,FULL_TIME,0,110,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
13,9,Automation Tester (Selenium),14,FRESHER,FULL_TIME,0,110,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
14,9,Java Developer,1,FRESHER,FULL_TIME,0,110,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
15,17,SENIOR Backend Developer (Go/NodeJS),1,SENIOR,FULL_TIME,5,118,ONSITE,40000000,60000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
16,17,"Frontend Developer (Không cần kinh nghiệm, Intern)",2,FRESHER,FULL_TIME,0,18,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
17,17,Data Engineer (ETL),8,FRESHER,FULL_TIME,0,118,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
18,17,"DevOps Engineer (AWS, K8s)",11,FRESHER,FULL_TIME,0,118,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
19,17,Fresher Java Developer,1,FRESHER,FULL_TIME,0,18,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
20,17,Backend Developer,1,FRESHER,FULL_TIME,0,18,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
21,17,"Frontend Developer (React, Next.js)",2,FRESHER,FULL_TIME,0,118,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
22,17,JUNIOR Data Analyst,7,JUNIOR,FULL_TIME,1,118,ONSITE,15000000,25000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
23,25,DevOps Engineer (MID),11,MID,FULL_TIME,3,26,ONSITE,30000000,45000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
24,25,Java Developer (Quận 1),1,FRESHER,FULL_TIME,0,126,ONSITE,10000000,15000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
25,25,Backend Developer (JUNIOR),1,JUNIOR,FULL_TIME,1,126,ONSITE,15000000,25000000,VND,,2025-11-04 18:15:18.711 +00:00,2025-12-04 18:15:18.711 +00:00,PUBLISHED
